timestamp,open,high,low,close,volume,max_high,min_low,midpoint,diff,smi_raw,smi,smi_signal,Buy_Signal,Sell_Signal,Short_Sell_Signal,Cover_Signal
2023-07-17 00:00:00-04:00,46.29,46.5,45.26,46.46,510382620,,,,,,,,False,False,False,False
2023-07-18 00:00:00-04:00,46.7,47.9,45.73,47.49,570073420,,,,,,,,False,False,False,False
2023-07-19 00:00:00-04:00,47.46,47.82,46.74,47.08,427501790,,,,,,,,False,False,False,False
2023-07-20 00:00:00-04:00,46.51,47.09,45.06,45.52,537797910,,,,,,,,False,False,False,False
2023-07-21 00:00:00-04:00,45.79,45.87,44.1,44.31,963768630,,,,,,,,False,False,False,False
2023-07-24 00:00:00-04:00,44.73,45.11,44.04,44.61,383103390,,,,,,,,False,False,False,False
2023-07-25 00:00:00-04:00,44.94,46.18,44.92,45.68,348080910,,,,,,,,False,False,False,False
2023-07-26 00:00:00-04:00,46.02,46.05,44.63,45.45,364237260,,,,,,,,False,False,False,False
2023-07-27 00:00:00-04:00,46.52,47.4,45.75,45.9,455852020,,,,,,,,False,False,False,False
2023-07-28 00:00:00-04:00,46.67,47.03,46.38,46.75,331130540,,,,,,,,False,False,False,False
2023-07-31 00:00:00-04:00,46.75,47.13,46.51,46.73,251055280,,,,,,,,False,False,False,False
2023-08-01 00:00:00-04:00,46.46,46.9,46.03,46.51,239243970,,,,,,,,False,False,False,False
2023-08-02 00:00:00-04:00,45.83,45.84,43.39,44.27,530117460,,,,,,,,False,False,False,False
2023-08-03 00:00:00-04:00,43.8,45.12,43.8,44.52,325044600,47.9,43.39,45.644999999999996,4.509999999999998,-49.889135254988624,,,False,False,False,False
2023-08-04 00:00:00-04:00,44.98,45.64,44.39,44.68,362666180,47.9,43.39,45.644999999999996,4.509999999999998,-42.79379157427923,,,False,False,False,False
2023-08-07 00:00:00-04:00,45.11,45.54,44.56,45.42,322153540,47.82,43.39,45.605000000000004,4.43,-8.352144469526063,,,False,False,False,False
2023-08-08 00:00:00-04:00,44.85,45.24,44.06,44.66,353843430,47.4,43.39,45.394999999999996,4.009999999999998,-36.658354114713205,,,False,False,False,False
2023-08-09 00:00:00-04:00,44.27,44.31,42.13,42.55,586202570,47.4,42.13,44.765,5.269999999999996,-84.0607210626188,-35.32339790046339,-35.32339790046339,False,False,False,False
2023-08-10 00:00:00-04:00,42.16,43.57,41.84,42.39,492630300,47.4,41.84,44.620000000000005,5.559999999999995,-80.21582733812971,-46.42337914675981,-46.42337914675981,True,False,False,True
