timestamp,open,high,low,close,volume,max_high,min_low,midpoint,diff,smi_raw,smi,smi_signal,Buy_Signal,Sell_Signal,Short_Sell_Signal,Cover_Signal
2024-07-05 09:30:00-04:00,127.38,127.9,127.24,127.67,5055684,,,,,,,,False,False,False,False
2024-07-05 09:31:00-04:00,127.66,128.33,127.47,128.27,1799469,,,,,,,,False,False,False,False
2024-07-05 09:32:00-04:00,128.27,128.85,128.26,128.37,2184488,,,,,,,,False,False,False,False
2024-07-05 09:33:00-04:00,128.37,128.4,127.54,127.73,1505803,,,,,,,,False,False,False,False
2024-07-05 09:34:00-04:00,127.71,128.05,127.58,127.98,1219572,,,,,,,,False,False,False,False
2024-07-05 09:35:00-04:00,127.98,127.98,127.44,127.7,1449573,,,,,,,,False,False,False,False
2024-07-05 09:36:00-04:00,127.7,127.92,127.51,127.7,888894,,,,,,,,False,False,False,False
2024-07-05 09:37:00-04:00,127.72,128.0,127.65,127.88,1124920,,,,,,,,False,False,False,False
2024-07-05 09:38:00-04:00,127.87,128.6,127.75,128.43,1575224,,,,,,,,False,False,False,False
2024-07-05 09:39:00-04:00,128.44,128.47,128.04,128.07,920753,,,,,,,,False,False,False,False
2024-07-05 09:40:00-04:00,128.06,128.19,127.78,128.0,945801,,,,,,,,False,False,False,False
2024-07-05 09:41:00-04:00,127.98,128.18,127.77,128.0,903428,,,,,,,,False,False,False,False
2024-07-05 09:42:00-04:00,128.02,128.07,127.78,127.86,836673,,,,,,,,False,False,False,False
2024-07-05 09:43:00-04:00,127.86,127.87,126.47,126.47,2343004,128.85,126.47,127.66,2.3799999999999955,-100.0,,,False,False,False,False
2024-07-05 09:44:00-04:00,126.47,127.02,126.42,126.89,1383511,128.85,126.42,127.63499999999999,2.4299999999999926,-61.31687242798293,,,False,False,False,False
2024-07-05 09:45:00-04:00,126.91,127.0,126.01,126.04,1676917,128.85,126.01,127.43,2.839999999999989,-97.88732394366238,,,False,False,False,False
2024-07-05 09:46:00-04:00,126.03,126.31,125.68,126.28,2263670,128.6,125.68,127.14,2.9199999999999875,-58.90410958904131,,,False,False,False,False
2024-07-05 09:47:00-04:00,126.28,126.55,126.03,126.51,1280527,128.6,125.68,127.14,2.9199999999999875,-43.150684931506724,-75.25051342183804,-75.25051342183804,True,False,False,True
2024-07-05 09:48:00-04:00,126.51,126.89,126.39,126.56,1224221,128.6,125.68,127.14,2.9199999999999875,-39.726027397260324,-62.20347181585615,-62.20347181585615,True,False,False,True
2024-07-05 09:49:00-04:00,126.55,126.9,126.33,126.59,1153357,128.6,125.68,127.14,2.9199999999999875,-37.671232876712295,-51.36343173194424,-51.36343173194424,True,False,False,True
2024-07-05 09:50:00-04:00,126.58,127.0,126.54,126.98,1054927,128.6,125.68,127.14,2.9199999999999875,-10.958904109588854,-38.96499238964991,-38.96499238964991,False,False,False,False
2024-07-05 09:51:00-04:00,126.97,127.0,126.66,126.78,719893,128.6,125.68,127.14,2.9199999999999875,-24.65753424657541,-31.354642313546375,-31.354642313546375,False,False,False,False
2024-07-05 09:52:00-04:00,126.78,126.97,126.4,126.84,1036149,128.47,125.68,127.075,2.789999999999992,-16.845878136200724,-23.789572456533666,-23.789572456533666,False,False,False,False
2024-07-05 09:53:00-04:00,126.84,127.11,126.58,126.72,1176415,128.19,125.68,126.935,2.509999999999991,-17.13147410358599,-20.48720824573374,-20.48720824573374,False,False,False,False
2024-07-05 09:54:00-04:00,126.74,126.89,126.56,126.69,638450,128.18,125.68,126.93,2.5,-19.200000000000728,-18.252728357612728,-18.252728357612728,False,False,False,False
2024-07-05 09:55:00-04:00,126.68,127.5,126.68,127.34,1210589,128.07,125.68,126.875,2.3899999999999864,38.9121338912139,-12.136842104280264,-12.136842104280264,False,False,False,False
2024-07-05 09:56:00-04:00,127.36,127.48,127.2,127.47,906599,127.87,125.68,126.775,2.1899999999999977,63.47031963470264,3.6206401193061724,3.6206401193061724,False,False,False,False
2024-07-05 09:57:00-04:00,127.45,127.49,127.33,127.4,678613,127.5,125.68,126.59,1.8199999999999932,89.01098901098959,30.795172872272122,30.795172872272122,False,False,False,False
2024-07-05 09:58:00-04:00,127.42,127.47,127.15,127.18,593995,127.5,125.68,126.59,1.8199999999999932,64.83516483516544,54.654707727075504,54.654707727075504,False,True,True,False
2024-07-05 09:59:00-04:00,127.16,127.34,126.91,127.34,913797,127.5,125.68,126.59,1.8199999999999932,82.41758241758272,71.66373914238905,71.66373914238905,False,True,True,False
2024-07-05 10:00:00-04:00,127.32,127.4,127.07,127.29,519835,127.5,126.03,126.765,1.4699999999999989,71.42857142857225,74.69572538065732,74.69572538065732,False,True,True,False
2024-07-05 10:01:00-04:00,127.31,127.64,127.28,127.55,957625,127.64,126.33,126.985,1.3100000000000023,86.25954198473232,77.22786119732729,77.22786119732729,False,True,True,False
2024-07-05 10:02:00-04:00,127.54,127.57,127.28,127.42,534173,127.64,126.33,126.985,1.3100000000000023,66.41221374045824,75.87637129621895,75.87637129621895,False,True,True,False
2024-07-05 10:03:00-04:00,127.4,127.48,127.11,127.18,583633,127.64,126.4,127.02000000000001,1.2399999999999949,25.80645161290278,71.40935892474927,71.40935892474927,False,True,True,False
2024-07-05 10:04:00-04:00,127.16,127.23,126.97,127.04,633618,127.64,126.4,127.02000000000001,1.2399999999999949,3.2258064516122746,55.335889588536595,55.335889588536595,False,True,True,False
2024-07-05 10:05:00-04:00,127.04,127.47,127.02,127.29,581135,127.64,126.4,127.02000000000001,1.2399999999999949,43.54838709677373,38.500369367150604,38.500369367150604,False,False,False,False
2024-07-05 10:06:00-04:00,127.27,127.29,126.67,126.82,876654,127.64,126.56,127.1,1.0799999999999983,-51.851851851852146,18.105273184755102,18.105273184755102,False,False,False,False
2024-07-05 10:07:00-04:00,126.82,127.28,126.75,127.1,735095,127.64,126.56,127.1,1.0799999999999983,0.0,6.577724678082692,6.577724678082692,False,False,False,False
2024-07-05 10:08:00-04:00,127.12,127.13,126.78,126.84,531690,127.64,126.67,127.155,0.9699999999999989,-64.94845360824702,-14.464603168738192,-14.464603168738192,False,False,False,False
2024-07-05 10:09:00-04:00,126.83,126.86,126.4,126.48,1000772,127.64,126.4,127.02000000000001,1.2399999999999949,-87.09677419354975,-30.79433311299715,-30.79433311299715,False,False,False,False
2024-07-05 10:10:00-04:00,126.46,126.58,126.35,126.55,661758,127.64,126.35,126.995,1.2900000000000063,-68.99224806201632,-54.43144545841212,-54.43144545841212,True,False,False,True
2024-07-05 10:11:00-04:00,126.55,126.59,126.3,126.38,692546,127.64,126.3,126.97,1.3400000000000034,-88.0597014925376,-68.58126971263484,-68.58126971263484,True,False,False,True
2024-07-05 10:12:00-04:00,126.38,126.52,126.19,126.5,765638,127.64,126.19,126.91499999999999,1.4500000000000028,-57.24137931034362,-75.4977253863127,-75.4977253863127,True,False,False,True
2024-07-05 10:13:00-04:00,126.5,126.75,126.41,126.7,650881,127.64,126.19,126.91499999999999,1.4500000000000028,-29.655172413791554,-70.37758953663044,-70.37758953663044,True,False,False,True
2024-07-05 10:14:00-04:00,126.7,126.88,126.67,126.82,607137,127.64,126.19,126.91499999999999,1.4500000000000028,-13.103448275861886,-54.3610646757297,-54.3610646757297,True,False,False,True
2024-07-05 10:15:00-04:00,126.81,127.08,126.7,126.89,771402,127.57,126.19,126.88,1.3799999999999955,1.4492753623195869,-35.14062206044485,-35.14062206044485,False,False,False,False
2024-07-05 10:16:00-04:00,126.89,126.97,126.62,126.86,486459,127.48,126.19,126.83500000000001,1.2900000000000063,3.8759689922467215,-16.565283249847383,-16.565283249847383,False,False,False,False
2024-07-05 10:17:00-04:00,126.88,127.0,126.75,126.91,491379,127.47,126.19,126.83,1.2800000000000011,12.499999999999723,-3.473589432673706,-3.473589432673706,False,False,False,False
2024-07-05 10:18:00-04:00,126.9,127.01,126.79,126.82,613177,127.47,126.19,126.83,1.2800000000000011,-1.562500000000798,2.7622788250573493,2.7622788250573493,False,False,False,False
