timestamp,open,high,low,close,volume,max_high,min_low,midpoint,diff,smi_raw,smi,smi_signal,Buy_Signal,Sell_Signal,Short_Sell_Signal,Cover_Signal
2024-07-05 09:30:00-04:00,198.65,199.26,198.17,199.2,1650109,,,,,,,,False,False,False,False
2024-07-05 09:35:00-04:00,199.2,200.3,199.04,199.76,1813409,,,,,,,,False,False,False,False
2024-07-05 09:40:00-04:00,199.75,200.32,199.59,200.23,1230940,,,,,,,,False,False,False,False
2024-07-05 09:45:00-04:00,200.24,200.55,199.62,199.69,1135522,,,,,,,,False,False,False,False
2024-07-05 09:50:00-04:00,199.7,200.09,199.63,199.94,620114,,,,,,,,False,False,False,False
2024-07-05 09:55:00-04:00,199.98,200.3,199.95,200.21,796541,,,,,,,,False,False,False,False
2024-07-05 10:00:00-04:00,200.21,200.28,199.72,200.0,654104,,,,,,,,False,False,False,False
2024-07-05 10:05:00-04:00,200.0,200.07,198.97,199.22,634525,,,,,,,,False,False,False,False
2024-07-05 10:10:00-04:00,199.2,199.32,198.82,199.21,517865,,,,,,,,False,False,False,False
2024-07-05 10:15:00-04:00,199.22,200.13,199.18,200.0,654408,,,,,,,,False,False,False,False
2024-07-05 10:20:00-04:00,200.0,200.09,199.81,199.81,691975,,,,,,,,False,False,False,False
2024-07-05 10:25:00-04:00,199.81,199.93,199.46,199.93,387187,,,,,,,,False,False,False,False
2024-07-05 10:30:00-04:00,199.93,199.93,199.51,199.93,359652,,,,,,,,False,False,False,False
2024-07-05 10:35:00-04:00,199.92,200.01,199.41,199.95,386350,200.55,198.17,199.36,2.380000000000024,49.57983193277051,,,False,False,False,False
2024-07-05 10:40:00-04:00,199.99,200.09,199.92,200.02,331003,200.55,198.82,199.685,1.7300000000000182,38.72832369942248,,,False,False,False,False
2024-07-05 10:45:00-04:00,200.02,200.2,199.88,200.06,401049,200.55,198.82,199.685,1.7300000000000182,43.35260115606891,,,False,False,False,False
2024-07-05 10:50:00-04:00,200.07,200.09,199.9,200.03,261785,200.55,198.82,199.685,1.7300000000000182,39.88439306358326,,,False,False,False,False
2024-07-05 10:55:00-04:00,200.04,200.04,199.58,199.8,322144,200.3,198.82,199.56,1.4800000000000182,32.43243243243326,41.03283348438023,41.03283348438023,False,True,True,False
2024-07-05 11:00:00-04:00,199.82,199.9,199.49,199.63,245046,200.3,198.82,199.56,1.4800000000000182,9.459459459458422,35.49011439184834,35.49011439184834,False,False,False,False
2024-07-05 11:05:00-04:00,199.64,200.03,199.4,199.63,465216,200.28,198.82,199.55,1.460000000000008,10.9589041095868,27.81072306767099,27.81072306767099,False,False,False,False
2024-07-05 11:10:00-04:00,199.63,199.93,199.57,199.68,277137,200.2,198.82,199.51,1.3799999999999955,24.637681159422677,19.96479174282459,19.96479174282459,False,False,False,False
2024-07-05 11:15:00-04:00,199.69,199.69,199.39,199.47,302300,200.2,198.82,199.51,1.3799999999999955,-5.797101449274228,14.189591616631292,14.189591616631292,False,False,False,False
2024-07-05 11:20:00-04:00,199.46,199.57,199.26,199.55,239983,200.2,199.18,199.69,1.0199999999999818,-27.450980392154676,7.360569762910768,7.360569762910768,False,False,False,False
2024-07-05 11:25:00-04:00,199.56,199.8,199.41,199.78,250603,200.2,199.26,199.73,0.9399999999999977,10.63829787234287,-0.15785564792855608,-0.15785564792855608,False,False,False,False
2024-07-05 11:30:00-04:00,199.78,200.02,199.77,199.96,248269,200.2,199.26,199.73,0.9399999999999977,48.936170212769944,0.10036700465176433,0.10036700465176433,False,False,False,False
2024-07-05 11:35:00-04:00,199.96,200.08,199.92,199.99,273119,200.2,199.26,199.73,0.9399999999999977,55.31914893617446,13.823035638351042,13.823035638351042,False,False,False,False
2024-07-05 11:40:00-04:00,199.98,200.1,199.95,200.09,328987,200.2,199.26,199.73,0.9399999999999977,76.59574468085415,36.42979650489377,36.42979650489377,False,False,False,False
2024-07-05 11:45:00-04:00,200.1,200.31,199.98,200.19,347093,200.31,199.26,199.785,1.0500000000000114,77.14285714285653,56.08915906788567,56.08915906788567,False,True,True,False
2024-07-05 11:50:00-04:00,200.18,200.34,200.09,200.32,344003,200.34,199.26,199.8,1.0800000000000125,96.29629629629181,71.10485696774292,71.10485696774292,False,True,True,False
2024-07-05 11:55:00-04:00,200.32,200.4,200.17,200.3,374206,200.4,199.26,199.82999999999998,1.1400000000000148,82.45614035088091,79.44310474110188,79.44310474110188,False,True,True,False
2024-07-05 12:00:00-04:00,200.32,200.43,200.27,200.35,384509,200.43,199.26,199.845,1.170000000000016,86.32478632478437,85.6674905424432,85.6674905424432,False,True,True,False
2024-07-05 12:05:00-04:00,200.35,200.41,199.85,200.04,462080,200.43,199.26,199.845,1.170000000000016,33.333333333331716,80.34297519677592,80.34297519677592,False,True,True,False
2024-07-05 12:10:00-04:00,200.04,200.06,199.87,199.96,180979,200.43,199.26,199.845,1.170000000000016,19.658119658120945,67.38974692191012,67.38974692191012,False,True,True,False
2024-07-05 12:15:00-04:00,199.96,200.01,199.82,199.96,197078,200.43,199.26,199.845,1.170000000000016,19.658119658120945,46.00889688608974,46.00889688608974,False,True,True,False
2024-07-05 12:20:00-04:00,199.97,200.07,199.82,200.06,409310,200.43,199.26,199.845,1.170000000000016,36.752136752136835,32.00379867046549,32.00379867046549,False,False,False,False
2024-07-05 12:25:00-04:00,200.06,200.18,199.95,200.15,563936,200.43,199.26,199.845,1.170000000000016,52.1367521367526,28.58499525166253,28.58499525166253,False,False,False,False
2024-07-05 12:30:00-04:00,200.15,200.18,199.85,199.97,277227,200.43,199.41,199.92000000000002,1.0200000000000102,9.803921568624009,31.47868834143362,31.47868834143362,False,False,False,False
2024-07-05 12:35:00-04:00,199.96,200.01,199.9,199.94,193104,200.43,199.77,200.10000000000002,0.6599999999999966,-48.484848484856315,24.52173824722713,24.52173824722713,False,False,False,False
2024-07-05 12:40:00-04:00,199.93,199.98,199.66,199.66,220107,200.43,199.66,200.04500000000002,0.7700000000000102,-100.00000000000368,-2.9480323598002465,-2.9480323598002465,False,False,False,False
2024-07-05 12:45:00-04:00,199.66,199.86,199.57,199.86,172878,200.43,199.57,200.0,0.8600000000000136,-32.558139534880034,-34.029787746161745,-34.029787746161745,False,False,False,False
2024-07-05 12:50:00-04:00,199.86,199.9,199.7,199.77,165503,200.43,199.57,200.0,0.8600000000000136,-53.48837209302003,-56.19671406265331,-56.19671406265331,True,False,False,True
