Date,Open,High,Low,Close,Volume
2024-07-05 19:05:00,127.0,127.24,126.99,127.19,1189839
2024-07-05 19:10:00,127.19,127.22,127.04,127.13,985793
2024-07-05 19:15:00,127.12,127.17,126.87,126.92,1312337
2024-07-05 19:20:00,126.91,127.04,126.88,127.01,1084424
2024-07-05 19:25:00,127.02,127.19,126.95,127.03,1253979
2024-07-05 19:30:00,127.02,127.05,126.71,126.91,1986208
2024-07-05 19:35:00,126.9,127.02,126.78,126.98,1401037
2024-07-05 19:40:00,126.98,127.12,126.92,127.08,1517274
2024-07-05 19:45:00,127.09,127.11,126.82,126.89,1606863
2024-07-05 19:50:00,126.88,126.9,126.19,126.31,4472205
2024-07-05 19:55:00,126.29,126.33,125.79,125.81,7282762
2024-07-08 13:30:00,127.49,128.66,127.04,128.54,12096295
2024-07-08 13:35:00,128.55,128.6,127.8,128.02,6201371
2024-07-08 13:40:00,128.01,129.24,127.9,128.98,7985009
2024-07-08 13:45:00,128.97,130.0,128.93,129.98,7820582
2024-07-08 13:50:00,130.0,130.75,129.85,130.1,10538877
2024-07-08 13:55:00,130.12,130.77,130.07,130.52,6265912
2024-07-08 14:00:00,130.51,130.59,129.51,129.97,6177774
2024-07-08 14:05:00,129.96,130.49,129.62,130.17,4764435
2024-07-08 14:10:00,130.18,130.35,129.12,129.28,5025357
2024-07-08 14:15:00,129.27,129.45,128.75,128.84,5604383
2024-07-08 14:20:00,128.81,128.85,128.05,128.63,5137547
2024-07-08 14:25:00,128.6,129.2,128.45,128.96,3564054
2024-07-08 14:30:00,128.96,129.32,128.2,128.62,4466471
2024-07-08 14:35:00,128.61,128.68,127.78,128.09,4497099
2024-07-08 14:40:00,128.1,128.46,127.81,128.11,3198648
2024-07-08 14:45:00,128.12,128.4,127.99,128.2,2417764
2024-07-08 14:50:00,128.2,128.36,127.55,127.94,3812283
2024-07-08 14:55:00,127.95,127.97,127.14,127.59,4073227
2024-07-08 15:00:00,127.57,128.09,127.37,127.79,3086069
2024-07-08 15:05:00,127.78,127.94,127.46,127.94,2376300
2024-07-08 15:10:00,127.94,128.02,127.67,128.01,2055664
2024-07-08 15:15:00,128.02,128.42,127.84,128.4,3066268
2024-07-08 15:20:00,128.41,128.83,128.28,128.68,3015331
2024-07-08 15:25:00,128.68,128.83,128.42,128.71,2221920
2024-07-08 15:30:00,128.7,128.9,128.64,128.77,2156249
2024-07-08 15:35:00,128.76,128.85,128.22,128.44,2464951
2024-07-08 15:40:00,128.44,128.82,128.43,128.68,1835948
2024-07-08 15:45:00,128.68,128.71,128.41,128.5,1496487
2024-07-08 15:50:00,128.49,129.19,128.48,129.03,2910172
2024-07-08 15:55:00,129.01,129.14,128.89,129.14,1773570
2024-07-08 16:00:00,129.13,129.14,128.73,128.97,2106497
2024-07-08 16:05:00,128.99,129.03,128.35,128.35,1956138
2024-07-08 16:10:00,128.37,128.65,128.25,128.57,1938534
2024-07-08 16:15:00,128.57,128.68,128.45,128.51,1196121
2024-07-08 16:20:00,128.52,128.68,128.35,128.66,1306658
2024-07-08 16:25:00,128.67,128.75,128.06,128.37,1757807
2024-07-08 16:30:00,128.36,128.45,127.92,128.05,1500916
2024-07-08 16:35:00,128.05,128.2,127.65,127.71,1732053
2024-07-08 16:40:00,127.7,128.07,127.69,127.89,1775484
2024-07-08 16:45:00,127.89,128.04,127.82,127.94,1265175
2024-07-08 16:50:00,127.94,128.02,127.87,127.95,963329
2024-07-08 16:55:00,127.94,128.25,127.89,128.09,1485844
2024-07-08 17:00:00,128.1,128.3,127.98,128.28,1115351
2024-07-08 17:05:00,128.29,128.5,128.1,128.47,1363029
2024-07-08 17:10:00,128.46,128.62,128.35,128.59,1337336
2024-07-08 17:15:00,128.6,128.65,128.34,128.52,1081883
2024-07-08 17:20:00,128.52,128.66,128.35,128.41,967309
2024-07-08 17:25:00,128.4,128.76,128.39,128.76,1126425
2024-07-08 17:30:00,128.76,129.0,128.72,129.0,2229045
2024-07-08 17:35:00,128.99,129.0,128.92,128.99,1330799
2024-07-08 17:40:00,128.98,129.17,128.7,128.78,1937521
2024-07-08 17:45:00,128.79,128.97,128.71,128.74,1163627
2024-07-08 17:50:00,128.75,128.94,128.52,128.92,1408569
2024-07-08 17:55:00,128.92,129.09,128.87,128.97,2080150
2024-07-08 18:00:00,128.97,129.03,128.72,128.72,1271553
2024-07-08 18:05:00,128.71,128.9,128.55,128.85,1225853
2024-07-08 18:10:00,128.86,128.93,128.7,128.8,1006600
2024-07-08 18:15:00,128.81,128.97,128.75,128.96,964134
2024-07-08 18:20:00,128.95,129.0,128.86,128.97,936658
2024-07-08 18:25:00,128.98,129.2,128.96,129.03,1637967
2024-07-08 18:30:00,129.02,129.02,128.73,128.91,1565894
2024-07-08 18:35:00,128.92,128.92,128.81,128.92,735675
2024-07-08 18:40:00,128.91,128.92,128.23,128.33,1948909
2024-07-08 18:45:00,128.32,128.59,128.27,128.58,1233674
2024-07-08 18:50:00,128.59,128.71,128.5,128.56,1174911
2024-07-08 18:55:00,128.55,128.82,128.55,128.71,1176966
2024-07-08 19:00:00,128.71,128.71,128.33,128.36,1344895
2024-07-08 19:05:00,128.35,128.5,128.33,128.4,1082680
2024-07-08 19:10:00,128.4,128.41,128.11,128.18,1599476
2024-07-08 19:15:00,128.19,128.25,127.9,128.23,1792232
2024-07-08 19:20:00,128.22,128.37,128.07,128.08,1496838
2024-07-08 19:25:00,128.06,128.07,127.69,127.83,2057655
2024-07-08 19:30:00,127.84,127.98,127.68,127.8,1807750
2024-07-08 19:35:00,127.79,127.98,127.71,127.82,1422676
2024-07-08 19:40:00,127.82,128.13,127.81,128.07,1940418
2024-07-08 19:45:00,128.08,128.34,127.95,128.04,2661130
2024-07-08 19:50:00,128.04,128.39,128.02,128.32,3127271
2024-07-08 19:55:00,128.32,128.39,127.9,128.19,5926860
2024-07-09 13:30:00,130.35,131.74,130.26,131.49,15124766
2024-07-09 13:35:00,131.45,131.8,130.66,131.24,7628680
2024-07-09 13:40:00,131.24,132.0,130.97,131.99,7307713
2024-07-09 13:45:00,131.99,132.28,131.54,131.92,7441903
2024-07-09 13:50:00,131.93,132.25,131.7,132.03,5372146
2024-07-09 13:55:00,131.95,132.79,131.9,132.43,6926591
2024-07-09 14:00:00,132.44,133.03,132.3,132.97,7404893
2024-07-09 14:05:00,132.96,132.99,132.07,132.88,7357436
2024-07-09 14:10:00,132.88,133.48,132.67,133.37,6519188
2024-07-09 14:15:00,133.38,133.82,133.22,133.73,5967978
2024-07-09 14:20:00,133.72,133.77,132.55,132.58,6284937
2024-07-09 14:25:00,132.57,132.67,131.82,131.97,7192292
2024-07-09 14:30:00,131.97,132.8,131.86,132.75,5234146
2024-07-09 14:35:00,132.75,132.96,132.45,132.89,3781075
2024-07-09 14:40:00,132.89,133.0,132.65,132.97,2898376
2024-07-09 14:45:00,132.98,133.22,132.41,132.58,4194011
2024-07-09 14:50:00,132.58,133.08,132.51,132.73,2758807
2024-07-09 14:55:00,132.72,132.8,132.06,132.18,3645792
2024-07-09 15:00:00,132.17,132.5,131.93,131.94,2722572
2024-07-09 15:05:00,131.94,132.23,131.85,131.97,2533219
2024-07-09 15:10:00,131.97,132.07,131.36,131.77,4106351
2024-07-09 15:15:00,131.78,132.09,131.71,131.95,2659870
2024-07-09 15:20:00,131.94,132.3,131.72,131.93,2740924
2024-07-09 15:25:00,131.93,131.97,131.46,131.57,2526753
2024-07-09 15:30:00,131.58,131.67,130.88,131.26,4077482
2024-07-09 15:35:00,131.26,131.46,131.01,131.31,2494183
2024-07-09 15:40:00,131.33,131.69,131.32,131.55,2281446
2024-07-09 15:45:00,131.57,131.72,131.45,131.69,1695950
2024-07-09 15:50:00,131.69,131.76,131.22,131.32,2007952
2024-07-09 15:55:00,131.34,131.48,131.23,131.42,1570641
2024-07-09 16:00:00,131.42,131.68,130.9,131.16,2940965
2024-07-09 16:05:00,131.16,131.57,131.15,131.56,1527982
2024-07-09 16:10:00,131.57,131.69,131.27,131.29,1818092
2024-07-09 16:15:00,131.28,131.65,131.28,131.59,1381186
2024-07-09 16:20:00,131.59,131.66,131.37,131.46,1658264
2024-07-09 16:25:00,131.46,131.46,131.12,131.15,1806601
2024-07-09 16:30:00,131.14,131.28,130.92,130.93,1648989
2024-07-09 16:35:00,130.92,131.14,130.46,130.49,3497795
2024-07-09 16:40:00,130.52,130.58,130.07,130.26,3428117
2024-07-09 16:45:00,130.27,130.29,128.65,129.04,8123774
2024-07-09 16:50:00,129.04,129.83,128.99,129.73,5041250
2024-07-09 16:55:00,129.73,130.28,129.45,130.2,4002632
2024-07-09 17:00:00,130.19,130.51,129.81,130.49,2877367
2024-07-09 17:05:00,130.49,130.57,130.32,130.49,1902572
2024-07-09 17:10:00,130.49,130.51,129.97,130.19,2487808
2024-07-09 17:15:00,130.18,130.2,129.5,129.64,2641142
2024-07-09 17:20:00,129.63,129.91,129.44,129.49,2378445
2024-07-09 17:25:00,129.49,129.85,129.41,129.82,2069981
2024-07-09 17:30:00,129.8,130.25,129.79,130.24,2085298
2024-07-09 17:35:00,130.24,130.28,129.98,130.19,1505272
2024-07-09 17:40:00,130.19,130.26,130.03,130.03,1213617
2024-07-09 17:45:00,130.03,130.17,129.88,129.93,1609340
2024-07-09 17:50:00,129.93,130.32,129.91,130.1,1801312
2024-07-09 17:55:00,130.12,130.28,129.95,130.2,1498634
2024-07-09 18:00:00,130.19,130.44,130.0,130.08,1678674
2024-07-09 18:05:00,130.07,130.21,129.93,130.13,1235711
2024-07-09 18:10:00,130.13,130.26,130.05,130.12,969420
2024-07-09 18:15:00,130.11,130.33,130.11,130.32,1159660
2024-07-09 18:20:00,130.31,130.37,130.02,130.31,1580288
2024-07-09 18:25:00,130.3,130.33,130.11,130.16,1011173
2024-07-09 18:30:00,130.17,130.44,130.02,130.38,1589688
2024-07-09 18:35:00,130.37,130.69,130.27,130.55,2180701
2024-07-09 18:40:00,130.54,130.79,130.5,130.73,1453610
2024-07-09 18:45:00,130.74,130.92,130.7,130.76,1924522
2024-07-09 18:50:00,130.76,130.8,130.56,130.73,1738948
2024-07-09 18:55:00,130.72,131.15,130.41,131.11,2962188
2024-07-09 19:00:00,131.1,131.22,130.93,131.19,2126432
2024-07-09 19:05:00,131.19,131.38,131.1,131.34,2156408
2024-07-09 19:10:00,131.34,131.38,131.08,131.28,1817320
2024-07-09 19:15:00,131.28,131.29,130.9,130.98,1914979
2024-07-09 19:20:00,130.98,131.0,130.5,130.61,2500817
2024-07-09 19:25:00,130.62,130.96,130.61,130.75,1775327
2024-07-09 19:30:00,130.75,130.84,130.61,130.77,1369076
2024-07-09 19:35:00,130.77,131.0,130.64,130.77,2052051
2024-07-09 19:40:00,130.77,131.2,130.75,131.1,2364948
2024-07-09 19:45:00,131.1,131.17,130.72,131.12,2339328
2024-07-09 19:50:00,131.1,131.59,131.06,131.54,4261438
2024-07-09 19:55:00,131.55,131.56,130.92,131.41,5531168
2024-07-10 13:30:00,134.03,134.23,132.83,133.37,10889310
2024-07-10 13:35:00,133.38,133.39,132.42,132.84,6934399
2024-07-10 13:40:00,132.84,133.55,132.71,133.47,6176050
2024-07-10 13:45:00,133.45,133.92,133.26,133.77,6323936
2024-07-10 13:50:00,133.76,133.8,133.02,133.62,4543398
2024-07-10 13:55:00,133.63,133.64,133.1,133.24,3152073
2024-07-10 14:00:00,133.24,133.25,132.66,133.15,4548974
2024-07-10 14:05:00,133.15,133.98,132.98,133.88,5083395
2024-07-10 14:10:00,133.88,133.96,133.54,133.93,3781095
2024-07-10 14:15:00,133.94,134.39,133.58,133.96,7241651
2024-07-10 14:20:00,133.99,134.16,133.61,133.77,3056049
2024-07-10 14:25:00,133.76,134.13,133.75,134.12,3052681
2024-07-10 14:30:00,134.12,134.17,133.62,133.78,2831230
2024-07-10 14:35:00,133.77,133.84,133.28,133.75,3098264
2024-07-10 14:40:00,133.74,134.49,133.72,134.26,5356520
2024-07-10 14:45:00,134.26,134.64,134.2,134.58,4362654
2024-07-10 14:50:00,134.58,134.78,134.13,134.4,4051888
2024-07-10 14:55:00,134.41,134.41,133.82,134.03,2834643
2024-07-10 15:00:00,134.03,134.04,133.4,133.81,3749406
2024-07-10 15:05:00,133.8,133.85,133.45,133.61,2480549
2024-07-10 15:10:00,133.62,133.93,133.62,133.84,2039349
2024-07-10 15:15:00,133.84,134.12,133.71,134.02,2099797
2024-07-10 15:20:00,134.03,134.05,133.78,133.99,1434011
2024-07-10 15:25:00,133.99,134.25,133.96,134.14,1934027
2024-07-10 15:30:00,134.14,134.35,134.08,134.14,1817912
2024-07-10 15:35:00,134.13,134.23,133.94,134.2,1738405
2024-07-10 15:40:00,134.21,134.45,134.17,134.4,2406927
2024-07-10 15:45:00,134.4,134.49,134.26,134.28,1670014
2024-07-10 15:50:00,134.27,134.35,134.14,134.18,1358007
2024-07-10 15:55:00,134.19,134.38,134.09,134.37,1721600
2024-07-10 16:00:00,134.38,134.42,134.16,134.41,1332153
2024-07-10 16:05:00,134.41,134.61,134.29,134.57,2032421
2024-07-10 16:10:00,134.58,134.7,134.42,134.52,2009121
2024-07-10 16:15:00,134.52,134.66,134.27,134.32,2049632
2024-07-10 16:20:00,134.32,134.68,134.13,134.63,2237701
2024-07-10 16:25:00,134.64,134.83,134.58,134.73,2312247
2024-07-10 16:30:00,134.73,134.95,134.62,134.74,2315408
2024-07-10 16:35:00,134.74,134.91,134.73,134.82,1461288
2024-07-10 16:40:00,134.82,134.98,134.79,134.94,1716183
2024-07-10 16:45:00,134.94,135.0,134.66,134.72,2267838
2024-07-10 16:50:00,134.72,134.93,134.64,134.86,1877175
2024-07-10 16:55:00,134.86,135.09,134.83,134.88,4979690
2024-07-10 17:00:00,134.88,134.92,134.7,134.83,1387317
2024-07-10 17:05:00,134.84,134.94,134.56,134.56,1774041
2024-07-10 17:10:00,134.56,134.76,134.52,134.53,1318232
2024-07-10 17:15:00,134.52,134.64,134.1,134.12,2444063
2024-07-10 17:20:00,134.13,134.47,134.13,134.35,1834777
2024-07-10 17:25:00,134.36,134.69,134.34,134.64,1826793
2024-07-10 17:30:00,134.65,134.91,134.62,134.84,1966977
2024-07-10 17:35:00,134.83,134.88,134.63,134.68,1442623
2024-07-10 17:40:00,134.68,134.79,134.62,134.66,1087962
2024-07-10 17:45:00,134.66,134.72,134.48,134.52,1179750
2024-07-10 17:50:00,134.53,134.6,134.39,134.43,1282542
2024-07-10 17:55:00,134.44,134.64,134.31,134.59,1337171
2024-07-10 18:00:00,134.59,134.67,134.51,134.65,1207314
2024-07-10 18:05:00,134.66,134.69,134.41,134.47,1273904
2024-07-10 18:10:00,134.46,134.64,134.38,134.61,1030253
2024-07-10 18:15:00,134.61,134.64,134.4,134.42,963867
2024-07-10 18:20:00,134.42,134.5,134.33,134.36,1140148
2024-07-10 18:25:00,134.37,134.51,134.36,134.43,906127
2024-07-10 18:30:00,134.43,134.46,134.09,134.4,1770568
2024-07-10 18:35:00,134.4,134.4,134.22,134.26,1033279
2024-07-10 18:40:00,134.26,134.27,133.83,133.95,2645360
2024-07-10 18:45:00,133.95,134.36,133.95,134.29,1716958
2024-07-10 18:50:00,134.28,134.44,134.23,134.27,1476298
2024-07-10 18:55:00,134.28,134.45,134.12,134.36,1513380
2024-07-10 19:00:00,134.35,134.5,134.12,134.33,1694785
2024-07-10 19:05:00,134.33,134.38,134.1,134.36,1501616
2024-07-10 19:10:00,134.36,134.51,134.29,134.41,1625627
2024-07-10 19:15:00,134.41,134.63,134.34,134.47,1483401
2024-07-10 19:20:00,134.47,134.62,134.36,134.52,1566347
2024-07-10 19:25:00,134.53,134.7,134.47,134.68,1778359
2024-07-10 19:30:00,134.68,134.75,134.51,134.56,2023805
2024-07-10 19:35:00,134.56,134.72,134.22,134.56,2067373
2024-07-10 19:40:00,134.56,134.82,134.51,134.65,2184293
2024-07-10 19:45:00,134.64,134.9,134.64,134.9,2853449
2024-07-10 19:50:00,134.9,135.1,134.7,135.07,4784571
2024-07-10 19:55:00,135.08,135.09,134.62,134.82,6325676
2024-07-10 20:10:00,134.41,134.41,134.41,134.41,0
2024-07-10 20:25:00,134.47,134.47,134.47,134.47,0
2024-07-10 20:40:00,134.52,134.52,134.52,134.52,0
2024-07-10 20:55:00,134.68,134.68,134.68,134.68,0
2024-07-10 21:10:00,134.56,134.56,134.56,134.56,0
2024-07-10 21:25:00,134.56,134.56,134.56,134.56,0
2024-07-10 21:40:00,134.65,134.65,134.65,134.65,0
2024-07-10 21:55:00,134.9,134.9,134.9,134.9,0
2024-07-10 22:10:00,135.07,135.07,135.07,135.07,0
2024-07-10 22:25:00,134.82,134.82,134.82,134.82,0
